,Denominacion_Generica_ES,Denominacion,Regimen,Codigo_postal,Localidad,long,lat
1306,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL ENTRENARANJOS UNO,Priv.,46190,RIBA-ROJA DE TÚRIA,-0.536485,39.550242
1307,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL MARÍA SALVADOR,Púb.,46194,REAL,-0.608644,39.333412
1308,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL APRENEM,Púb.,46614,FAVARA,-0.29161,39.125266
1309,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL SAN ANTONIO,Priv. Conc.,46410,SUECA,-0.315084,39.19484
1310,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL ELS XICOTETS,Púb.,46660,MANUEL,-0.494281,39.051339
1311,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA SOLANA,Púb.,46869,ATZENETA D' ALBAIDA,-0.496541,38.838085
1312,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV.ED.INF.1er CICLE L'ESCOLETA DE PALMA DE GANDIA,Priv.,46724,PALMA DE GANDÍA,-0.219938,38.924339
1313,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE CRECIENDO JUNTOS,Priv.,46021,VALÈNCIA,-0.351812,39.469641
1314,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE JARDÍN DE SERRERIA,Priv.,46022,VALÈNCIA,-0.337679,39.463499
1315,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE WINNIE,Priv.,46021,VALÈNCIA,-0.355361,39.468941
1316,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL NTRA.SRA. DE LOS ÁNGELES,Púb.,46176,CHELVA,-0.994356,39.747066
1317,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46269,TOUS,-0.589828,39.138363
1318,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA CREU,Púb.,46139,LA POBLA DE FARNALS,-0.328549,39.579893
1319,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP CAMPUS CENTRE D'ESTUDIS,Priv. Conc.,46100,BURJASSOT,-0.418366,39.511565
1320,CENTRO PÚBLICO DE EDUCACIÓN A DISTANCIA,CENTRE PÚBLIC D'EDUCACIÓ A DISTÀNCIA CEED,Púb.,46014,VALÈNCIA,-0.410314,39.464551
1321,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA SENYERA,Priv.,46019,VALÈNCIA,-0.369319,39.490157
1322,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL BARRI DE LA COMA,Púb.,46980,PATERNA,-0.433485,39.524987
1323,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46120,ALBORAIA,-0.327805,39.484429
1324,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EVA,Priv.,46680,ALGEMESÍ,-0.429945,39.19261
1325,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP  GARCÍA IBÁÑEZ,Priv.,46701,GANDIA,-0.178539,38.973965
1326,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,"CENTRE PRIVAT FP INFORLINGUA CENTER, SL.",Priv.,46220,PICASSENT,-0.458261,39.365194
1327,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE DISNEY'S PLAYSCHOOL,Priv.,46182,PATERNA - LA CAÑADA,-0.480909,39.542788
1328,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE CORAZÓN,Priv.,46920,MISLATA,-0.416247,39.478357
1329,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BAMBINI,Priv.,46008,VALÈNCIA,-0.383711,39.471009
1330,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PARC CENTRAL COOP.V.,Priv.,46006,VALÈNCIA,-0.377808,39.455285
1331,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE ESTRANGER CAMBRIDGE HOUSE COMMUNITY COLLEGE,Priv.,46111,ROCAFORT,-0.421193,39.53923
1332,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46118,SERRA,-0.431439,39.682932
1333,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA PINTOR PINAZO,Púb.,46110,GODELLA,-0.406361,39.516539
1334,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP TAES,Priv.,46007,VALÈNCIA,-0.383062,39.462199
1335,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46180,BENAGUASIL,-0.583498,39.596446
1336,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL MIXINETES,Púb.,46723,ALMOINES,-0.182675,38.941374
1337,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP ARRIMA,Priv.,46113,MONCADA,-0.396495,39.546122
1338,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46850,L'OLLERIA,-0.551741,38.913359
1339,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL EL BRESSOL DELS MENUTS,Púb.,46715,L'ALQUERIA DE LA COMTESSA,-0.155439,38.935147
1340,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL EL SOLET,Púb.,46790,XERESA,-0.216454,39.012033
1341,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46016,TAVERNES BLANQUES,-0.365986,39.510603
1342,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES MARÍA CARBONELL I SÁNCHEZ,Púb.,46910,BENETÚSSER,-0.401417,39.419677
1343,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE PRADA,Púb.,46610,GUADASSUAR,-0.480008,39.189608
1344,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA MESTRE MOLINS,Priv.,46930,QUART DE POBLET,-0.431967,39.479715
1345,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA JOSÉ MORENO GANS,Priv.,46680,ALGEMESÍ,-0.433327,39.18999
1346,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,Priv.,46710,DAIMÚS,-0.143262,38.975692
1347,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRO ARTÍSTICO MUSICAL,Priv.,46113,MONCADA,-0.393432,39.544575
1348,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA,Priv.,46020,VALÈNCIA,-0.358088,39.48509
1349,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓ MUSICAL,Priv.,46720,VILALLONGA,-0.210704,38.883634
1350,COLEGIO RURAL AGRUPADO,CRA ALTO JUCAR,Púb.,46198,DOS AGUAS,-0.799957,39.289179
1351,COLEGIO RURAL AGRUPADO,CRA EL PINAR,Púb.,46172,ALCUBLAS,-0.700834,39.795908
1352,COLEGIO RURAL AGRUPADO,CRA EL SABINAR,Púb.,46179,ARAS DE LOS OLMOS,-1.131667,39.923314
1353,COLEGIO RURAL AGRUPADO,CRA EL TEJO,Púb.,46352,REQUENA - CAMPO ARCIS,-1.168349,39.431171
1354,COLEGIO RURAL AGRUPADO,CRA RINCÓN DE ADEMUZ,Púb.,46140,ADEMUZ,-1.285469,40.059618
1355,COLEGIO RURAL AGRUPADO,CRA VALLE DE AYORA-COFRENTES,Púb.,46623,JARAFUEL,-1.073956,39.140446
1356,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LA PATACONA,Púb.,46120,ALBORAIA,-0.330844,39.486137
1357,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46625,COFRENTES,-1.065116,39.227558
1358,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MI PRIMER COLE,Priv.,46470,CATARROJA,-0.405475,39.409386
1359,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA GRANOTA,Priv.,46190,RIBA-ROJA DE TÚRIA,-0.545324,39.539346
1360,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP TOMÁS DE MONTAÑANA,Púb.,46023,VALÈNCIA,-0.351562,39.46171
1361,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MARNI II,Priv.,46019,VALÈNCIA,-0.368042,39.492459
1362,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA VIETA,Púb.,46740,CARCAIXENT,-0.445998,39.118133
1363,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE SAMARUC,Priv.,46910,ALFAFAR,-0.39665,39.415155
1364,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PITUS ABASTOS,Priv.,46008,VALÈNCIA,-0.388759,39.469073
1365,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46892,MONTAVERNER,-0.496029,38.886131
1366,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE VIRGEN DE CORTES 2,Priv.,46017,VALÈNCIA,-0.390294,39.45324
1367,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE VILLA AMPARO,Priv.,46100,BURJASSOT,-0.41066,39.514975
1368,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA E.LANDETE HERVÁS,Priv.,46250,L'ALCÚDIA,-0.505832,39.197665
1369,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE SACAPUNTAS S/CORT. NI PUNTAS,Priv.,46006,VALÈNCIA,-0.37183,39.457899
1370,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA VICENT SANCHIS I SANZ,Priv.,46970,ALAQUÀS,-0.459894,39.456288
1371,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BABY SCHOOL,Priv.,46113,MONCADA,-0.393013,39.548559
1372,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL MERAVELLES,Priv.,46022,VALÈNCIA,-0.344911,39.470092
1373,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL EL SOLET,Púb.,46721,POTRIES,-0.192668,38.915262
1374,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46393,LORIGUILLA,-0.574454,39.489838
1375,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46291,BENIMODO,-0.526786,39.211141
1376,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL LA AURORA 2,Priv.,46007,VALÈNCIA,-0.383802,39.462031
1377,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA ATENEO MUSICAL,Priv.,46400,CULLERA,-0.254509,39.163567
1378,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES ANDREU ALFARO,Púb.,46200,PAIPORTA,-0.412528,39.430148
1379,CENTRO AUTORIZADO ELEMENTAL DE DANZA,CENTRE ELEMENTAL DE DANSA ÒPERA,Priv.,46870,ONTINYENT,-0.604563,38.82242
1380,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46181,BENISSANÓ,-0.576316,39.611323
1381,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE COLORINS,Priv.,46018,VALÈNCIA,-0.401409,39.470854
1382,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE TRAVESSURES,Priv.,46900,TORRENT,-0.459553,39.438377
1383,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SOC. PROTECTORA MUSICAL LA LIRA,Priv.,46197,ALFARP,-0.560963,39.277306
1384,ESCUELA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA SO. ARTÍST. MUSICAL SANTA CECILIA,Priv.,46174,DOMEÑO,-0.671405,39.659859
1385,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL,Priv.,46183,L'ELIANA,-0.531081,39.563925
1386,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRE MUSICAL BENIOPA,Priv.,46701,GANDIA,-0.187551,38.970099
1387,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL PETRESANA,Priv.,46501,PETRÉS,-0.309205,39.683841
1388,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL L'HORTA,Priv.,46017,VALÈNCIA,-0.391581,39.446567
1389,ESCUELA PRIVADA DE MÚSICA,E. PRIV. DE MÚSICA SOCIETAT MUSICAL LA UNIÓ DE TRES FORQUES,Priv.,46018,VALÈNCIA,-0.397604,39.465798
1390,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS MÚSICA SOCIEDAD MUSICAL D'ALZIRA,Priv.,46600,ALZIRA,-0.433535,39.150536
1391,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PEQUES-ÑAJOS,Priv.,46020,VALÈNCIA,-0.356401,39.484216
1392,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DE MARU,Priv.,46470,CATARROJA,-0.405748,39.402021
1393,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP XABEC,Priv. Conc.,46019,VALÈNCIA,-0.366851,39.494949
1394,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA JUAN SEBASTIÁN BACH,Priv.,46500,SAGUNT,-0.282254,39.70235
1395,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL CASTILLO 2,Priv.,46015,VALÈNCIA,-0.395433,39.492782
1396,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BOTÀNIC CAVANILLES,Púb.,46701,GANDIA,-0.178742,38.975191
1397,COLEGIO RURAL AGRUPADO,CRA BARONIA ALTA,Púb.,46594,ALFARA DE LA BARONIA,-0.35369,39.760773
1398,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL",Priv. Conc.,46019,VALÈNCIA,-0.373299,39.491821
1399,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PRINCEPETS,Priv.,46900,TORRENT,-0.485283,39.425078
1400,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LLOMA DEL MAS,Púb.,46117,BÉTERA,-0.473002,39.583515
1401,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ELS MARINERETS,Priv.,46011,VALÈNCIA,-0.332344,39.466475
1402,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46688,POLINYÀ DE XÚQUER,-0.373488,39.196523
1403,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA TALLER DE MÚSICA JOVE,Priv.,46020,VALÈNCIA,-0.358118,39.485114
1404,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE TRISOL,Priv.,46800,XÀTIVA,-0.533239,38.985542
1405,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA DE UTIEL,Púb.,46300,UTIEL,-1.20193,39.567646
1406,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL IDIOMES VALÈNCIA-QUATRE CARRERES,Púb.,46013,VALÈNCIA,-0.36386,39.454129
1407,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP CFFOLGADO,Priv. Conc.,46017,VALÈNCIA,-0.408125,39.440833
1408,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE DIXIE,Priv.,46019,VALÈNCIA,-0.377735,39.495845
1409,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EME MONTESSORI SCHOOL,Priv.,46117,BÉTERA,-0.464832,39.594557
1410,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MARGON SCHOOL ALAMEDA,Priv.,46023,VALÈNCIA,-0.357217,39.462422
1411,ESCUELA INFANTIL DE PRIMER CICLO,"EI 1er CICLE MUNICIPAL LLORENÇ GIMÉNEZ, CONTACONTES",Púb.,46600,ALZIRA,-0.424916,39.154795
1412,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL ENRIC VALOR,Púb.,46812,AIELO DE MALFERIT,-0.58985,38.878159
1413,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALBUIXECH,Púb.,46550,ALBUIXECH,-0.327482,39.544389
1414,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALCÀSSER,Púb.,46290,ALCÀSSER,-0.446116,39.366098
1415,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL ESCOLA D'ADULTS D'ALFAFAR,Púb.,46910,ALFAFAR,-0.39186,39.424492
1416,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRO FPA MUNICIPAL RAMÓN Y CAJAL,Púb.,46820,ANNA,-0.646368,39.021222
1417,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL LLUÍS VIVES,Púb.,46180,BENAGUASIL,-0.588981,39.59256
1418,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE BENETÚSSER,Púb.,46910,BENETÚSSER,-0.401124,39.424015
1419,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRO FPA MUNICIPAL DE BUÑOL,Púb.,46360,BUÑOL,-0.789084,39.419082
1420,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE CANALS,Púb.,46650,CANALS,-0.577391,38.963363
1421,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE L'ALCÚDIA DE CRESPINS,Púb.,46690,L'ALCÚDIA DE CRESPINS,-0.591915,38.973627
1422,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRO FPA MUNICIPAL DE MARINES,Púb.,46163,MARINES,-0.562089,39.674601
1423,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE MASSANASSA,Púb.,46470,MASSANASSA,-0.402986,39.415702
1424,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE MOIXENT,Púb.,46640,MOIXENT,-0.754859,38.874446
1425,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE MONCADA,Púb.,46113,MONCADA,-0.392203,39.546602
1426,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DOCTOR ESPLUGUES,Púb.,46892,MONTAVERNER,-0.496058,38.88639
1427,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE PICANYA,Púb.,46210,PICANYA,-0.437157,39.436682
1428,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE POLINYÀ DE XÚQUER,Púb.,46688,POLINYÀ DE XÚQUER,-0.371454,39.196567
1429,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE QUATRETONDA,Púb.,46837,QUATRETONDA,-0.399231,38.945283
1430,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE RAFELBUNYOL,Púb.,46138,RAFELBUNYOL,-0.332846,39.58846
1431,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE SILLA,Púb.,46460,SILLA,-0.411759,39.368404
1432,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE TAVERNES BLANQUES,Púb.,46016,TAVERNES BLANQUES,-0.361776,39.503196
1433,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE VINALESA,Púb.,46114,VINALESA,-0.370794,39.538862
1434,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46844,OTOS,-0.441141,38.85314
1435,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46713,BELLREGUARD,-0.160584,38.948487
1436,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALBALAT DELS SORELLS,Púb.,46135,ALBALAT DELS SORELLS,-0.34752,39.543243
1437,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALBORAIA,Púb.,46120,ALBORAIA,-0.352557,39.501032
1438,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALGINET,Púb.,46230,ALGINET,-0.474484,39.262632
1439,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL D'ALMOINES,Púb.,46723,ALMOINES,-0.18268,38.940994
1440,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE BENIFAIÓ,Púb.,46450,BENIFAIÓ,-0.425115,39.286667
1441,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL MANUEL SANTONJA DOMÍNGUEZ,Púb.,46880,BOCAIRENT,-0.61244,38.765022
1442,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE FOIOS,Púb.,46134,FOIOS,-0.353824,39.537802
1443,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRO FPA MUNICIPAL DE GODELLETA,Púb.,46388,GODELLETA,-0.687665,39.423356
1444,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL DE LA FONT D'EN CARRÒS,Púb.,46717,LA FONT D'EN CARRÒS,-0.168791,38.916151
1445,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46750,SIMAT DE LA VALLDIGNA,-0.312825,39.045465
1446,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO COMARCAL DEL RINCÓN DE ADEMUZ,Púb.,46146,CASAS BAJAS,-1.25948,40.02395
1447,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE CUMBRE,Priv.,46980,PATERNA,-0.436192,39.498842
1448,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CIUTAT DE CREMONA,Púb.,46970,ALAQUÀS,-0.464588,39.45266
1449,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LA BALAGUERA,Púb.,46470,ALBAL,-0.410521,39.392983
1450,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BOLQUERETS,Priv.,46006,VALÈNCIA,-0.376915,39.453207
1451,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA PAZ,Priv.,46025,VALÈNCIA,-0.380158,39.492941
1452,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PEÚCOS,Priv.,46025,VALÈNCIA,-0.383336,39.495288
